model,group,layer_1based,kind,logical_parameters,payload_bytes,tensor_count,routed_parameters,attention_parameters,shared_parameters,active_linear_parameters
Kimi-K3,decoder,28,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,29,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,30,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,31,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,32,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,33,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,34,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,35,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,36,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,37,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,38,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,39,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,40,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,41,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,42,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,43,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,44,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,45,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,46,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,47,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,48,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,49,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,50,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,51,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,52,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,53,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,54,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,55,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,56,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,57,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,58,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,59,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,60,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,61,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,62,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,63,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,64,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,65,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,66,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,67,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,68,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,69,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,70,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,71,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,72,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,73,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,74,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,75,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,76,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,77,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,78,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,79,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,80,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,81,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,82,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,83,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,84,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,85,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,86,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,87,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,88,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,89,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,90,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,91,KDA + MoE,30228720256,16990092800,5404,29595009024,443740416,132120576,1162000384.0
Kimi-K3,decoder,92,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,decoder,93,MLA + MoE,30017175936,16566684160,5398,29595009024,232196096,132120576,950614016.0
Kimi-K3,embedding,0,,1174405120,2348810240,1,,,,
Kimi-K3,final_norm_and_residual,0,,21504,43008,3,,,,7168
Kimi-K3,output_head,0,,1174405120,2348810240,1,,,,1174405120
Kimi-K3,projector,0,,46144512,92289024,3,,,,46137344
Kimi-K3,vision,1,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,2,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,3,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,4,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,5,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,6,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,7,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,8,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,9,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,10,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,11,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,12,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,13,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,14,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,15,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,16,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,17,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,18,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,19,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,20,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,21,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,22,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,23,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,24,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,25,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,26,,14682112,29364224,6,,,,14680064
Kimi-K3,vision,27,,14682112,29364224,6,,,,14680064
Kimi-K3,vision_other,0,,4797440,9594880,3,,,,
